Review #,Brand,Variety,Style,Country,Stars,Top_Ten_Y/N,Top_Ten_Year,Top_Ten_Rank,Top Ten
1719,Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,N,,,
1718,Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,N,,,
1717,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,4,N,,,
1716,Mama,Instant Noodles Egg Protein Noodles,Pack,Myanmar,3.5,N,,,
1715,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,N,,,
1714,Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,N,,,
1713,CarJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5,N,,,
1712,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,N,,,
1711,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4,N,,,
1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,N,,,
1709,Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4,N,,,
1708,The Kitchen Food,Sibu Instant Kampua Original,Pack,Sarawak,4,N,,,
1707,Azami,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,3.5,N,,,
1706,Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,N,,,
1705,Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,N,,,
1704,Baixiang Noodles,Sour & Spicy Flavour,Pack,China,3.75,N,,,
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,N,,,
1702,Samyang Foods,Seafood Noodle,Cup,Japan,2.75,N,,,
1701,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4.25,N,,,
1700,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4,N,,,
1699,Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,N,,,
1698,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,USA,4,N,,,
1697,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5,N,,,
1696,Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5,N,,,
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,N,,,
1694,Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,N,,,
1693,Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5,N,,,
1692,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,N,,,
1691,Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,N,,,
1690,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,4,N,,,
1688,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,N,,,
1687,Wugudaochang,Chef's Grains Millet Noodle,Pack,China,3.75,N,,,
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,N,,,
1685,Wugudaochang,Chef's Grains Pea Noodle,Pack,China,4,N,,,
1684,Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,4.5,N,,,
1683,Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5,N,,,
1682,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4,N,,,
1681,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,N,,,
1680,Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,N,,,
1679,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,N,,,
1678,Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,USA,5,N,,,
1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,N,,,
1676,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,N,,,
1675,Baixiang Noodles,Sauerkraut Flavor,Pack,China,4.5,N,,,
1674,Emart,Dare You! Habanero Ramen (New Edition),Cup,South Korea,3.5,N,,,
1673,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,N,,,
1672,Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,N,,,
1671,Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5,N,,,
1670,Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,N,,,
1669,A-One,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,Vietnam,1.25,N,,,
1668,Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,N,,,
1667,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5,N,,,
1666,Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,3,N,,,
1665,Paldo Vina,Koreno Premium Mushroom Flavor,Pack,Vietnam,1.5,N,,,
1664,Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2,N,,,
1663,Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4,N,,,
1662,Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5,N,,,
1661,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,N,,,
1660,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3,N,,,
1659,United,Xi Gon Satay Onion Flavor,Pack,Vietnam,2.75,N,,,
1658,ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5,N,,,
1657,Shan,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,2.75,N,,,
1656,Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,N,,,
1655,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3,N,,,
1654,MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5,N,,,
1653,MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5,N,,,
1652,MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5,N,,,
1651,Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,N,,,
1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,N,,,
1649,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,N,,,
1648,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,N,,,
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,N,,,
1646,New Way,Spaghetti Instant Noodles,Tray,Vietnam,4,N,,,
1645,Lucky Me!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,N,,,
1644,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,N,,,
1643,Emart,Dare You! Habanero Jjajang Ramen,Cup,South Korea,3.5,N,,,
1642,Campbell's,Hearty Noodles Savoury Beef Flavour,Cup,Canada,0.25,N,,,
1641,One Dish Asia,Japanese Ramen Noodle,Bowl,USA,0,N,,,
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,N,,,
1639,Pama,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,3.75,N,,,
1637,Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3,N,,,
1636,Shan,Shoop Instant Noodles Masala Flavour,Pack,Pakistan,3.25,N,,,
1635,Wai Wai,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,Thailand,2.75,N,,,
1634,Samyang Foods,Shoyu Noodle,Cup,South Korea,3.5,N,,,
1633,A-One,Mi Ly Instant Noodles Mi Bo Beef Flavor,Cup,Vietnam,3.5,N,,,
1632,Cintan,Mi Segera Mmm... Perisa Kari,Pack,Malaysia,3,N,,,
1631,Nissin,Donbei Tempura Soba Mini,Bowl,Japan,4,N,,,
1630,Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5,N,,,
1629,Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,N,,,
1628,Azami,Kimchee Noodle Soup,Cup,Canada,0,N,,,
1627,Vedan,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,2.5,N,,,
1626,Nissin,Gonbuto Kistune Udon,Bowl,Japan,2.75,N,,,
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5,N,,,
1624,Baixiang Noodles,Artificial Pork Flavour,Pack,China,3,N,,,
1623,MyKuali,Penang White Curry Noodle (New Improved Tatse),Pack,Malaysia,5,N,,,
1622,Nongshim,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,USA,4,N,,,
1621,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3,N,,,
1620,Premiere,Gold Penang Asam Laksa Bihun,Pack,Malaysia,3.25,N,,,
1619,Nissin,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,Singapore,3.75,N,,,
1618,Deshome,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5,N,,,
1616,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,N,,,
1615,Hankow,Shanghai Kaiyang Noodle,Pack,China,4,N,,,
1614,The Bridge,Penang White Curry Noodle,Pack,Malaysia,5,N,,,
1613,Maruchan,Kaoru Maitake Tempura Udon,Bowl,Japan,3.25,N,,,
1612,Shan,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,3.25,N,,,
1611,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4,N,,,
1610,Paldo Vina,Koreno Premium Ginseng Flavor,Pack,Vietnam,3,N,,,
1609,Mitoku,Brown Rice Ramen,Pack,Japan,0.25,N,,,
1608,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,N,,,
1607,Myojo,Nyumen Desse Shoyu,Bowl,Japan,2.75,N,,,
1606,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4,N,,,
1605,Nissin,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,3.5,N,,,
1604,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1,N,,,
1603,Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5,N,,,
1602,Vina Acecook,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5,N,,,
1601,Nongshim,Jinjja Jinjja (New),Pack,South Korea,5,N,,,
1600,Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5,N,,,
1599,Nissin,Top Ramen Super Noodles Tomato,Pack,India,3.5,N,,,
1598,Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4,N,,,
1597,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,USA,4,N,,,
1596,Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3,N,,,
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5,N,,,
1594,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,N,,,
1593,Nongshim,Tteokgukmyun,Pack,South Korea,4.25,N,,,
1592,Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5,N,,,
1591,Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5,N,,,
1590,Mi E-Zee,Perisa Kari Sayuran,Pack,Malaysia,3.75,N,,,
1589,E-mi,Mi Perencah Ayam Jagung,Pack,Malaysia,3.75,N,,,
1588,Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5,N,,,
1587,Mi E-Zee,Plain Noodles,Pack,Malaysia,Unrated,N,,,
1586,J.J.,Snek Mi Perisa Ayam,Pack,Malaysia,3.75,N,,,
1584,E-mi,Mi Perencah Asam Pedas,Pack,Malaysia,3.75,N,,,
1583,J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,4,N,,,
1582,Mi E-Zee,Perisa Kari / Curry Flavour,Pack,Malaysia,4,N,,,
1581,United,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Pack,Vietnam,2.75,N,,,
1580,Emart,Dare You! Habanero Ramen (New Edition),Pack,South Korea,3.75,N,,,
1579,Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,4,N,,,
1578,Nissin,Gonbuto Tempura Udon,Bowl,Japan,4,N,,,
1577,Mama,Pork Flavour Whole Wheat Noodle,Pack,Thailand,3.75,N,,,
1576,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,N,,,
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5,N,,,
1574,Chering Chang,Steam Vegetarian Flavor Noodles,Pack,Taiwan,3.5,N,,,
1573,Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,N,,,
1572,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,N,,,
1571,Econsave,Choice Instant Noodles Curry Flavour,Pack,Malaysia,3.5,N,,,
1570,Maruchan,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,5,N,,,
1569,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4,N,,,
1568,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,N,,,
1567,Nissin,Emergency Cup Noodle,Cup,Japan,4.25,N,,,
1566,Nissin,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,3.25,N,,,
1565,Oyatsu,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,2.5,N,,,
1564,A-One,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,Vietnam,3,N,,,
1563,Nongshim,Shin Ramyun Noodle Soup (New Edition),Pack,USA,4.25,N,,,
1562,Koka,Purple Wheat Noodles Soy & Vinegar Flavor,Pack,Singapore,2.75,N,,,
1561,Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5,N,,,
1560,Kin-Dee,Instant Rice Noodle Spicy Seafood,Tray,Thailand,3.75,N,,,
1559,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4,N,,,
1558,No Name,Beef Flavour Oriental Noodles And Soup Mix,Cup,Canada,2,N,,,
1557,Hao Way,Penang Laksa ,Pack,Malaysia,3.5,N,,,
1556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,3.75,N,,,
1555,Ko-Lee,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,UK,3.5,N,,,
1554,ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3,N,,,
1553,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,N,,,
1552,Bamee,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,Thailand,3.5,N,,,
1551,Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,3.5,N,,,
1550,Ibumie,Penang White CurryMee,Pack,Malaysia,5,N,,,
1549,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5,N,,,
1548,Samyang Foods,Curry Noodle,Cup,Japan,3.75,N,,,
1547,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,N,,,
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,N,,,
1545,Nanyang Chef,Penang Asam Pedas Hot & Sour Noodle,Pack,Malaysia,5,N,,,
1544,Thai Pavilion,Pad Thai Instant rice Noodles & Sauce,Tray,USA,1.5,N,,,
1543,Maggi,2 Minute Noodles Hungrooo Masala Spicy,Pack,India,3.75,N,,,
1542,Koka,Noodles Beef Flavour,Cup,Singapore,2.5,N,,,
1541,Wu-Mu,Steam Pork Flavour,Pack,Taiwan,3.75,N,,,
1540,Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,N,,,
1539,New Touch,Kimchi Noodle,Bowl,Japan,3.5,N,,,
1538,Sau Tao,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5,N,,,
1537,Wai Wai,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,N,,,
1536,Paldo Vina,Koreno Premium Shrimp Flavor,Pack,Vietnam,3.25,N,,,
1535,Sau Tao,Oat Noodle Pork Rib Flavored,Pack,Hong Kong,3.5,N,,,
1534,Vit's,Seafood Instant Noodles,Pack,Malaysia,3.75,N,,,
1533,Miliket,Sate Flavor Instant Noodles,Pack,Vietnam,3.75,N,,,
1532,Lucky Me!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,4.5,N,,,
1531,Lucky Me!,Special Instant sopas Chicken Flavor,Pack,Philippines,3.75,N,,,
1530,Lucky Me!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,4,N,,,
1529,Lucky Me!,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,Philippines,4,N,,,
1528,Lucky Me!,Supreme Pinoy Chicken Instant Noodles,Cup,Philippines,3.25,N,,,
1527,Lucky Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5,N,,,
1526,Lucky Me!,La Paz Batchoy Instant Noodle Soup,Pack,Philippines,3.75,N,,,
1525,Pama,Instant Kua Teow Tom Yam,Cup,Malaysia,3.75,N,,,
1524,Nissin,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,N,,,
1523,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5,N,,,
1522,Vifon,Instant Porridge Seafood Flavour,Pack,Vietnam,3.25,N,,,
1520,Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3,N,,,
1519,Ching's Secret,Manchurian Instant Noodles,Pack,India,3.5,N,,,
1518,Mamee,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,4.5,N,,,
1517,Katoz,Instant Noodles Spicy Chili,Pack,Sweden,3.5,N,,,
1516,Men-Sunaoshi,Miso Ramen,Pack,Japan,3.75,N,,,
1515,Nongshim,Neoguri Udon Seafood & Mild,Pack,South Korea,4,N,,,
1514,Maggi,Royale Penang Seafood Curry,Pack,Malaysia,4.5,N,,,
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4,N,,,
1512,Chewy,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Pack,Hong Kong,1.75,N,,,
1511,Long Jun Hang,Tainan Yi Mien With Sesame Oil Sauce,Pack,Taiwan,3.25,N,,,
1510,Knorr,Quick Serve Macaroni Wonton Broth,Pack,Hong Kong,3.25,N,,,
1509,Nissin,Donbei Kitsune Udon Mini,Bowl,Japan,3.5,N,,,
1507,Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,N,,,
1506,Nissin,Cup Noodles Mug Noodles Spicy Vegetable,Pack,India,3.75,N,,,
1505,Shan,Shoop Instant Noodles BBQ Flavour,Pack,Pakistan,3.25,N,,,
1504,Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,N,,,
1503,Nongshim,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,USA,3.25,N,,,
1502,JML,Artificial Pork Flavor Noodles,Pack,China,4,N,,,
1501,Acecook,Ohmori Chukafu Yakisoba,Tray,Japan,3.25,N,,,
1499,United,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Pack,Vietnam,3.25,N,,,
1498,Samyang Foods,Sogokimyun Hot Flavor Noodle Soup,Pack,South Korea,3.5,N,,,
1497,Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,N,,,
1496,Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5,N,,,
1495,Super,Instant Noodles Mee Goreng,Cup,Malaysia,3.75,N,,,
1494,Indomie,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,3.5,N,,,
1493,Maruchan,Magomi-an Kitsune Udon (Eastern Japan Flavor),Bowl,Japan,4.25,N,,,
1492,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4,N,,,
1491,Ottogi,Potato Ramen,Pack,South Korea,3.75,N,,,
1490,Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5,N,,,
1489,Maggi,Multigrainz Noodles Spice Remix,Pack,India,3.25,N,,,
1488,Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5,N,,,
1487,ICA,Asia Snabbnudlar Kycklingsmak,Pack,Sweden,3.25,N,,,
1486,Mom's Dry Noodle,Onion Oil & Shrimp Flavor,Pack,Taiwan,5,N,,,
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,USA,5,N,,,
1484,Ibumie,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Pack,Malaysia,3.75,N,,,
1483,Four Seas,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,4,N,,,
1482,Maruchan,I Want To Eat Ramen' Shoyu Flavor,Pack,Japan,4,N,,,
1481,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,N,,,
1480,Paldo,Jjol Bibim Men,Pack,South Korea,4,N,,,
1479,Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,N,,,
1478,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4,N,,,
1477,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4,N,,,
1476,Thai Chef,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,3.5,N,,,
1475,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,N,,,
1474,Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4,N,,,
1473,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5,N,,,
1472,Ruski,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,3.75,N,,,
1470,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,N,,,
1469,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,N,,,
1468,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5,N,,,
1467,Ruski,Creamy Tom Yam Instant Noodles,Pack,Thailand,4.5,N,,,
1465,Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,3.5,N,,,
1464,Nanyang Chef,Penang White curry Noodle With Nanyang Chilli Paste,Pack,Malaysia,4.75,N,,,
1463,Maruchan,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,USA,3.5,N,,,
1462,Wei Lih,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,Taiwan,2.25,N,,,
1461,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,4,N,,,
1460,Nissin,Premium Instant Noodles Spicy Beef Flavour,Pack,Singapore,3.75,N,,,
1459,Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4,N,,,
1458,Nissin,Premium Instant Noodles Roasted Beef Flavour,Bowl,Singapore,3.75,N,,,
1457,Nissin,Chu Qian Yi Ding Sesame Oil Flavour,Pack,Singapore,3.75,N,,,
1456,Nissin,Cup Noodles Chicken Flavour,Cup,Singapore,3.5,N,,,
1455,Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,3.75,N,,,
1454,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Singapore,4,N,,,
1453,Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,5,N,,,
1452,Nissin,Premium Instant Noodles Spicy Beef Flavour,Bowl,Singapore,3.75,N,,,
1451,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4,N,,,
1450,Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5,N,,,
1449,Nissin,Cup Noodles Seafood Curry Flavour,Cup,Singapore,4,N,,,
1448,Nissin,Premium Instant Noodles Roasted Beef Flavour,Pack,Singapore,4.25,N,,,
1447,Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4,N,,,
1446,Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5,N,,,
1445,MyKuali,Penang Hokkien Prawn Noodle,Pack,Malaysia,5,N,,,
1444,Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,USA,3.5,N,,,
1443,Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,4.25,N,,,
1442,Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,N,,,
1441,Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,USA,3.5,N,,,
1440,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3,N,,,
1439,Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5,N,,,
1438,Maruchan,Old Style Miso Ramen,Pack,Japan,3.5,N,,,
1437,Knorr,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,Hong Kong,3,N,,,
1436,Chencun,Rice Noodle Beef With Brown Sauce,Cup,China,3.5,N,,,
1435,Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,4,N,,,
1434,Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5,N,,,
1433,Maggi,2 Minute Noodles Curry Flavour,Pack,Singapore,3.75,N,,,
1432,Maggi,Senses Laksa Instant Noodles,Pack,Singapore,5,N,,,
1431,Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,5,N,,,
1430,Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,4,N,,,
1429,Nissin,Sabor A Gallina Fideos Con Instantanea,Pack,Colombia,3.5,N,,,
1428,Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3,N,,,
1427,Osaka Ramen,Miso Ramen,Bowl,USA,3.75,N,,,
1426,Ottogi,Cheese Bokki,Bowl,South Korea,4,N,,,
1425,Hao Way,Instant Penang White Curry Noodles,Pack,Malaysia,4.5,N,,,
1424,Sainsbury's,Curry Flavour Instant Noodles,Pack,UK,1.5,N,,,
1423,Vina Acecook,King Chef Seafood With Kimchi Flavour,Pack,Vietnam,3,N,,,
1422,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,3,N,,,
1421,Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,2.75,N,,,
1420,Maruchan,I Want To Eat Ramen Shio,Pack,Japan,3.75,N,,,
1419,Vifon,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,Vietnam,3.5,N,,,
1418,Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,1,N,,,
1417,Sau Tao,Oat Noodle Abalone Flavored,Pack,Taiwan,1.75,N,,,
1416,Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,2,N,,,
1415,Chewy,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,0.5,N,,,
1414,Paldo,Cheese Ramyun (for US market),Pack,South Korea,5,N,,,
1413,Chering Chang,Curry La-Men,Pack,Taiwan,5,N,,,
1412,Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,4,N,,,
