"Review #","Brand","Variety","Style","Country","Stars","Top_Ten_Y/N","Top_Ten_Year","Top_Ten_Rank","Top Ten","Continent","Meat_Type","Spicy","Noodle_Type"
725,"Indomie","Mi Goreng Instant Cup Noodles","Cup","Indonesia",5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
724,"Indomie","Curly Noodle With Laksa Chilli","Pack","Indonesia",3.5,"N",NA,NA,NA,"Asia",NA,"Yes","Noodle"
723,"Indomie","Mi Goreng Barbecue Chicken","Pack","Indonesia",5,"N",NA,NA,NA,"Asia","Chicken","No","Mi"
722,"Yamamoto","Seafood Ramen","Bowl","Japan",3.5,"N",NA,NA,NA,"Asia","Seafood","No","Ramyeon"
721,"Nongshim","Bowl Noodle Savory Beef","Bowl","United States",4,"N",NA,NA,NA,"North America","Beef","No","Noodle"
720,"Golden Mie","Chicken Curry","Pack","United Arab Emirates",3.75,"N",NA,NA,NA,"Asia","Chicken","No",NA
719,"Nissin","Spoon-it Beef","Pack","United States",3.25,"N",NA,NA,NA,"North America","Beef","No",NA
718,"Ottogi","Kiss Myon","Pack","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
717,"Nissin","Ramen Bowl Spicy Chicken","Bowl","United States",3.25,"N",NA,NA,NA,"North America","Chicken","Yes","Ramyeon"
716,"Vifon","Hu Tieu Ca Stewed Fish","Bowl","Vietnam",3.75,"N",NA,NA,NA,"Asia","Seafood","No",NA
714,"Pulmuone","Nature Is Delicious Spicy","Pack","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"Yes",NA
713,"Nissin","Spoon-it Creamy Chicken","Pack","United States",4,"N",NA,NA,NA,"North America","Chicken","No",NA
712,"Four Seas","Seaweed","Bowl","Hong Kong",3.25,"N",NA,NA,NA,"Asia",NA,"No",NA
711,"Nongshim","Hearty Rice Noodle Beef","Pack","South Korea",4.25,"N",NA,NA,NA,"Asia","Beef","No","Rice Noodle"
710,"Saigon Ve Wong","Kung Fu Mixed Foods","Bowl","Vietnam",2.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
709,"Nissin","Chow Mein Spicy Chicken","Tray","United States",3.25,"N",NA,NA,NA,"North America","Chicken","Yes",NA
708,"Wu Mu","Pork Flavor Ramen","Pack","Taiwan",2.75,"N",NA,NA,NA,"Asia","Pork","No","Ramyeon"
707,"Mee Jang","Noodle Soup Spicy Beef Garlic Onion","Bowl","Thailand",3.25,"N",NA,NA,NA,"Asia","Beef","Yes","Noodle"
706,"Unif","Man Han Feast Spring Onion Eel","Bowl","Taiwan",4.25,"N",NA,NA,NA,"Asia",NA,"No",NA
705,"Golden Wheat","South Korean Style Beef","Cup","China",3.5,"N",NA,NA,NA,"Asia","Beef","No",NA
704,"Nissin","Chow Mein Chinese Chicken Vegetable","Tray","United States",4,"N",NA,NA,NA,"North America","Chicken","No",NA
703,"Nissin","Spoon-it Rich Hearty Beef Stew","Pack","United States",3.5,"N",NA,NA,NA,"North America","Beef","No",NA
702,"Nissin","Demae Ramen Black Garlic Oil Tonkotsu","Pack","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
701,"Nissin","Big Cup Noodles Lime Chili Shrimp","Cup","United States",4,"N",NA,NA,NA,"North America","Seafood","Yes","Noodle"
700,"Nissin","Chikin Ramen (Local)","Pack","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
699,"Nissin","Cup Noodles Salsa Picante Shrimp","Cup","United States",3.5,"N",NA,NA,NA,"North America","Seafood","No","Noodle"
698,"Nissin","Chow Mein Orange Chicken","Tray","United States",4,"N",NA,NA,NA,"North America","Chicken","No",NA
697,"Nissin","Spoon-it Rich Hearty Savory Chicken","Pack","United States",3.25,"N",NA,NA,NA,"North America","Chicken","No",NA
696,"Nissin","Big Cup Noodles Spicy Chicken","Cup","United States",3.5,"N",NA,NA,NA,"North America","Chicken","Yes","Noodle"
695,"JFC","Japanese Style Noodle Curry","Bowl","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
694,"Vina Acecook","Kingcook Chicken","Pack","Vietnam",3.5,"N",NA,NA,NA,"Asia","Chicken","No",NA
693,"Chewy","Stir Rice Vermicelli Indonesian Gado Gado","Tray","China",2.25,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
692,"Samyang","Assorted Vegetable Ramen","Pack","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
691,"Mamee","Express Cup Vegetarian","Cup","Malaysia",2,"N",NA,NA,NA,"Asia",NA,"No",NA
690,"Maruchan","Yakisoba Savory Soy Sauce","Tray","United States",3.75,"N",NA,NA,NA,"North America",NA,"No",NA
689,"Mee Jang","Noodle Soup Sour Spicy Shrimp Tom Yum","Bowl","Thailand",2.5,"N",NA,NA,NA,"Asia","Seafood","Yes","Noodle"
688,"Ohsung","Hong Ramyun Soy Peptide Hot Spicy","Pack","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
687,"Nissin","Cup Noodles Xo Sauce Seafood","Cup","Hong Kong",3.75,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
686,"Mi Sedaap","Mi Segera Mi Goreng Perisa Sambal Goreng","Pack","Indonesia",4.5,"N",NA,NA,NA,"Asia",NA,"Yes","Mi"
685,"Indomie","Rasa Sup Buntut Oxtail Soup","Pack","Indonesia",2.75,"N",NA,NA,NA,"Asia",NA,"No",NA
684,"Dragonfly","Artificial Seafood","Pack","China",3.75,"N",NA,NA,NA,"Asia","Seafood","No",NA
683,"Nongshim","Udon Garlic Teriyaki","Pack","South Korea",4.75,"N",NA,NA,NA,"Asia",NA,"No","Udon"
682,"Indomie","Instant Cup Noodles Mi Goreng Satay","Cup","Indonesia",4.25,"N",NA,NA,NA,"Asia",NA,"No","Mi"
681,"Nongshim","Hearty Rice Noodle Black Bean Vegetable","Pack","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
680,"Vina Acecook","Kingcook Shrimp","Pack","Vietnam",2.75,"N",NA,NA,NA,"Asia","Seafood","No",NA
679,"Mamee","Express Cup Fried Onion Chicken","Cup","Malaysia",3.25,"N",NA,NA,NA,"Asia","Chicken","No",NA
678,"Wang","Kitsune Udon","Bowl","South Korea",4,"N",NA,NA,NA,"Asia",NA,"No","Udon"
677,"Nongshim","Shin Ramyun Shrimp","Pack","China",4.5,"N",NA,NA,NA,"Asia","Seafood","No","Ramyeon"
676,"Indomie","Spicy Coconut Shrimp","Pack","Indonesia",4.75,"N",NA,NA,NA,"Asia","Seafood","Yes",NA
675,"Samyang","Nagasaki Jjampong","Pack","South Korea",4.75,"N",NA,NA,NA,"Asia",NA,"No",NA
674,"Paldo","Kko Kko Myun","Pack","South Korea",5,"N",NA,NA,NA,"Asia",NA,"No",NA
673,"Ohsung","Hong Ramyun Soup Soy Peptide Mild","Pack","South Korea",3.25,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
672,"Mug Shot","Chicken","Pack","United Kingdom",3,"N",NA,NA,NA,"Europe","Chicken","No",NA
671,"Mug Shot","Spicy Sweet & Sour","Pack","United Kingdom",3,"N",NA,NA,NA,"Europe",NA,"Yes",NA
670,"Saigon Ve Wong","Kung Fu Artificial Chicken Rice Noodle","Bowl","Vietnam",3.5,"N",NA,NA,NA,"Asia","Chicken","No","Rice Noodle"
669,"Nissin","Gozen Tempura","Bowl","Japan",4,"N",NA,NA,NA,"Asia",NA,"No",NA
668,"Saigon Ve Wong","Kung Fu Vegetarian","Bowl","Vietnam",2,"N",NA,NA,NA,"Asia",NA,"No",NA
667,"Nissin","Ramen Bowl Kimchi","Bowl","United States",3,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
666,"Lishan","Black Rooster Chicken","Pack","Taiwan",1.5,"N",NA,NA,NA,"Asia","Chicken","No",NA
665,"Mama","Moo Nam Tok Rice Vermicelli","Pack","Thailand",3.25,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
664,"Thai Kitchen","Bangkok Curry Rice Noodle","Pack","United States",2.75,"N",NA,NA,NA,"North America",NA,"No","Rice Noodle"
663,"Paldo","Jjajangmen Black Bean","Pack","South Korea",4,"N",NA,NA,NA,"Asia",NA,"No",NA
662,"Daikoku","Shokuh Kitsune Udon","Bowl","Japan",4.25,"N",NA,NA,NA,"Asia",NA,"No","Udon"
661,"Yamamoto","Ponpoko Tempura Soba","Bowl","Japan",4.25,"N",NA,NA,NA,"Asia",NA,"No","Soba"
660,"Lucky Me!","Beef Na Beef","Pack","Philippines",3.75,"N",NA,NA,NA,"Asia","Beef","No",NA
659,"Nissin","Ramen Bowl Spicy Shrimp","Bowl","United States",3,"N",NA,NA,NA,"North America","Seafood","Yes","Ramyeon"
658,"Paldo","Hwa King Cup","Cup","South Korea",3.5,"N",NA,NA,NA,"Asia",NA,"No",NA
657,"Dragonfly","Onion","Pack","China",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
656,"Nissin","Ramen Bowl Hot & Spicy","Bowl","United States",3.75,"N",NA,NA,NA,"North America",NA,"Yes","Ramyeon"
655,"Cap Atoom Bulan","Mie Telor Asli","Pack","Indonesia",3,"N",NA,NA,NA,"Asia",NA,"No","Mi"
654,"Mee Jang","Sour Spicy Chicken Tom Yum","Bowl","Thailand",3.25,"N",NA,NA,NA,"Asia","Chicken","Yes",NA
653,"Dragonfly","Artificial Pork Ribs","Pack","China",4,"N",NA,NA,NA,"Asia","Pork","No",NA
652,"Sapporo Ichiban","Shio","Pack","Japan",5,"N",NA,NA,NA,"Asia",NA,"No",NA
651,"Mi Sedaap","Mi Segera Mi Sup Perisa Kari Ayam","Pack","Indonesia",4,"N",NA,NA,NA,"Asia","Chicken","No","Mi"
650,"Dragonfly","Artificial Chicken","Pack","China",4,"N",NA,NA,NA,"Asia","Chicken","No",NA
649,"Pot Noodle","Chicken & Mushroom","Cup","United Kingdom",3.75,"N",NA,NA,NA,"Europe","Chicken","No",NA
648,"Nongshim","Seafood Ramyun","Pack","South Korea",3.75,"N",NA,NA,NA,"Asia","Seafood","No","Ramyeon"
647,"Sunlee","Tom Yum Shrimp Noodle","Bowl","Thailand",3.5,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
646,"Yamamoto","Shoyu","Bowl","Japan",4.25,"N",NA,NA,NA,"Asia",NA,"No",NA
645,"Nongshim","Oolongmen Artificial Chicken","Cup","South Korea",3.75,"N",NA,NA,NA,"Asia","Chicken","No",NA
644,"Sura","Knife Cut Rice Noodle","Bowl","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
643,"Wei Chuan","Miso Vegetables","Pack","Taiwan",3.25,"N",NA,NA,NA,"Asia",NA,"No","Mi"
642,"Little Cook","Spicy Beef","Cup","Thailand",2.75,"N",NA,NA,NA,"Asia","Beef","Yes",NA
641,"Vina Acecook","Hao Hao Shrimp Onion","Pack","Vietnam",3,"N",NA,NA,NA,"Asia","Seafood","No",NA
640,"Master Kong","Artificial Spicy Beef","Pack","China",4.25,"N",NA,NA,NA,"Asia","Beef","Yes",NA
639,"Nissin","Gozen Kitsune Udon","Bowl","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Udon"
638,"GreeNoodle","Yakisoba","Pack","Thailand",3,"N",NA,NA,NA,"Asia",NA,"No",NA
637,"Snapdragon","Chinese Mushroom Rice Noodle","Cup","Singapore",2.5,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
636,"Yamamori","Tom Yam Ramen Pork","Pack","Japan",4.75,"N",NA,NA,NA,"Asia","Pork","No","Ramyeon"
635,"Ottogi","Buckwheat Bibim Ramyon","Pack","South Korea",1.1,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
634,"Baijia","Sichuan Hot Pot Sweet Potato Thread","Bowl","China",0.5,"N",NA,NA,NA,"Asia",NA,"Yes",NA
633,"Mr. Udon","Seafood Selection","Pack","South Korea",3.5,"N",NA,NA,NA,"Asia","Seafood","No",NA
632,"Mr. Udon","Japanese Miso","Pack","South Korea",2.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
631,"Fashion Foods","XO Sauce","Bowl","Thailand",1.25,"N",NA,NA,NA,"Asia",NA,"No",NA
630,"Ve Wong","Kung Fu Artificial Mushroom Pork","Bowl","Taiwan",1.25,"N",NA,NA,NA,"Asia","Pork","No",NA
629,"Master Kong","Artificial Braised Beef","Pack","China",4.25,"N",NA,NA,NA,"Asia","Beef","No",NA
628,"Lucky Me!","Supreme La Paz Batchoy Beef Garlic","Bowl","Philippines",3.5,"N",NA,NA,NA,"Asia","Beef","No",NA
627,"Omachi","Spaghetti","Pack","Vietnam",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
626,"Ottogi","Yeul Hot Taste","Bowl","South Korea",3.5,"N",NA,NA,NA,"Asia",NA,"Yes",NA
625,"Pot Noodle","Bombay Bad Boy","Cup","United Kingdom",4,"N",NA,NA,NA,"Europe",NA,"No",NA
624,"Master Kong","Artificial Pork","Pack","China",3.75,"N",NA,NA,NA,"Asia","Pork","No",NA
623,"Wei Wei","""A"" Series Vegetarian","Pack","Taiwan",3.25,"N",NA,NA,NA,"Asia",NA,"No",NA
622,"Daikoku","My Friend Vic Tanuki Udon","Bowl","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No","Udon"
621,"Ottogi","Jin Ramen Big Bowl (Hot)","Bowl","South Korea",3.5,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
620,"Vifon","Phu Gia Bamboo Shoot Artificial Pork Bean Thread","Pack","Vietnam",1.25,"N",NA,NA,NA,"Asia","Pork","No",NA
619,"Yamamoto","Ponpoko Tempura Udon","Bowl","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No","Udon"
618,"Pulmuone","Cold Noodles By Dad","Pack","South Korea",2.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
617,"Nissin","Demae Iccho Sesame Oil Chicken Macaroni","Pack","Japan",3.75,"N",NA,NA,NA,"Asia","Chicken","No",NA
616,"Maggi","2 Minute Noodles Thrillin' Curry","Pack","India",2,"N",NA,NA,NA,"Asia",NA,"No","Mi"
615,"Yamamori","Tom Yam Prawn","Pack","Japan",4.5,"N",NA,NA,NA,"Asia","Seafood","No",NA
614,"Fuku","Superior Soup Rice Noodle","Pack","Hong Kong",2.5,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
613,"Saigon Ve Wong","Kung Fu Artificial Pork Flavor","Bowl","Vietnam",3,"N",NA,NA,NA,"Asia","Pork","No",NA
612,"Maruchan","Yakisoba Spicy Chicken","Tray","United States",1.75,"N",NA,NA,NA,"North America","Chicken","Yes",NA
611,"Batchelors","Super Noodles Low Fat Sweet Thai Chilli","Pack","United Kingdom",2,"N",NA,NA,NA,"Europe",NA,"Yes","Noodle"
610,"Wei Wei","""A"" Series Artificial Chicken","Pack","Taiwan",3.25,"N",NA,NA,NA,"Asia","Chicken","No",NA
609,"Wei Wei","""A"" Series Artificial Hot Beef","Pack","Taiwan",3.75,"N",NA,NA,NA,"Asia","Beef","Yes",NA
607,"Pot Noodle","Beef Tomato","Cup","United Kingdom",1.5,"N",NA,NA,NA,"Europe","Beef","No",NA
606,"Six Fortune","U-Dong","Pack","South Korea",4,"N",NA,NA,NA,"Asia",NA,"No",NA
605,"Little Cook","Artificial Onion","Cup","Thailand",3.5,"N",NA,NA,NA,"Asia",NA,"No",NA
604,"Batchelors","Super Noodles Low Fat Chicken Herb","Pack","United Kingdom",2,"N",NA,NA,NA,"Europe","Chicken","No","Noodle"
603,"Wei Lih","Goog Good Eat Super Ramen Hot Chili","Pack","Taiwan",3.75,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
602,"Nongshim","Oolongmen Artificial Seafood","Cup","South Korea",3.5,"N",NA,NA,NA,"Asia","Seafood","No",NA
601,"Wei Chuan","Tomato Vegetables","Pack","Taiwan",4,"N",NA,NA,NA,"Asia",NA,"No",NA
600,"Maruchan","Ramen Noodle Soup Beef","Pack","United States",3.25,"N",NA,NA,NA,"North America","Beef","No","Ramyeon"
599,"Lucky Me!","Pancit Canton Extra Hot Chili","Pack","Philippines",4,"N",NA,NA,NA,"Asia",NA,"Yes",NA
598,"Little Cook","Vegetarian","Cup","Thailand",3.25,"N",NA,NA,NA,"Asia",NA,"No",NA
597,"Batchelors","Super Noodles Sweet & sour","Pack","United Kingdom",3.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
596,"Thai Kitchen","Lemongrass Chili Rice Noodle","Pack","United States",1.5,"N",NA,NA,NA,"North America",NA,"Yes","Rice Noodle"
595,"Thai Kitchen","Spring Onion Rice Noodle","Pack","United States",3.75,"N",NA,NA,NA,"North America",NA,"No","Rice Noodle"
594,"Haioreum","Asian Style Noodles Seafood","Bowl","South Korea",3.5,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
593,"Nongshim","Chapagetti Chajang","Pack","South Korea",4,"N",NA,NA,NA,"Asia",NA,"No",NA
592,"Batchelors","Super Noodles Mild Curry","Pack","United Kingdom",3.25,"N",NA,NA,NA,"Europe",NA,"No","Mi"
591,"Batchelors","Super Noodles To Go Chinese Space Rib","Bowl","United Kingdom",2.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
590,"Mama","Chand Clear Soup","Bowl","Thailand",3.5,"N",NA,NA,NA,"Asia",NA,"No",NA
589,"Vifon","South Korean Style Kim Chee","Bowl","Vietnam",4.25,"N",NA,NA,NA,"Asia",NA,"No",NA
588,"Vifon","Tu Quy Pork","Pack","Vietnam",2.75,"N",NA,NA,NA,"Asia","Pork","No",NA
587,"Sunlight","Steam Vermicelli","Pack","Taiwan",2.1,"N",NA,NA,NA,"Asia",NA,"No",NA
586,"Vedan","Bah Kut Tea Noodle For Vegetarians","Pack","Taiwan",3.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
585,"Ve Wong","Artificial Onion Flavor Bean Thread","Bowl","Taiwan",1.5,"N",NA,NA,NA,"Asia",NA,"No",NA
584,"Baijia","Single Noble Black Bone Chicken Sweet Potato Thread","Cup","China",0,"N",NA,NA,NA,"Asia","Chicken","No",NA
583,"Vifon","Phu Gia Cua Crab Bean Thread","Pack","Vietnam",2.25,"N",NA,NA,NA,"Asia","Seafood","No",NA
582,"Koyo","Tofu & Miso","Pack","United States",2.5,"N",NA,NA,NA,"North America",NA,"No","Mi"
581,"Koyo","Mushroom","Pack","United States",2.75,"N",NA,NA,NA,"North America",NA,"No",NA
580,"Baijia","Hot & Sour Casserole Stewed Rice Noodle","Pack","China",0,"N",NA,NA,NA,"Asia",NA,"Yes","Rice Noodle"
579,"Baijia","Sichuan Pickled Sweet Potato Thread","Pack","China",1.75,"N",NA,NA,NA,"Asia",NA,"No",NA
577,"Pot Noodle","Chinese Chow Mein","Cup","United Kingdom",3,"N",NA,NA,NA,"Europe",NA,"No",NA
576,"Menraku","Tempura Soba","Bowl","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Soba"
575,"Batchelors","Super Noodles Barbecue Beef","Pack","United Kingdom",3.5,"N",NA,NA,NA,"Europe","Beef","No","Noodle"
574,"Maggi","2 Minute Noodles Tricky Tomato","Pack","India",3.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
573,"Noah Foods","Phoya Chicken","Bowl","Vietnam",2,"N",NA,NA,NA,"Asia","Chicken","No",NA
572,"Maruchan","Yakisoba Tomato Basil","Tray","United States",3,"N",NA,NA,NA,"North America",NA,"No",NA
571,"Shirakiku","Japanese Style Tokusen Sio","Pack","Japan",3.25,"N",NA,NA,NA,"Asia",NA,"No",NA
570,"O Sung","Keopnurungji Rice Snack","Cup","South Korea",2.5,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
569,"Saigon Ve Wong","Kung Fu Suc Song Artificial Pork","Bowl","Vietnam",3,"N",NA,NA,NA,"Asia","Pork","No",NA
568,"Paldo","Gomtang","Cup","South Korea",4,"N",NA,NA,NA,"Asia",NA,"No",NA
567,"Goku Uma","Soy Sauce","Bowl","Japan",3.5,"N",NA,NA,NA,"Asia",NA,"No",NA
566,"Foodmon","DJ DOC Jjolmyeon","Bowl","South Korea",5,"N",NA,NA,NA,"Asia",NA,"No",NA
565,"Batchelors","Super Noodles To Go Curry","Bowl","United Kingdom",4,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
564,"Uni-President","One More Cup Kimchi","Cup","Taiwan",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
563,"Yum Yum","Duck","Pack","Thailand",3.25,"N",NA,NA,NA,"Asia","Duck","No",NA
562,"Batchelors","Super Noodles Bacon","Pack","United Kingdom",4.25,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
561,"Sahmyook","Vegetable","Pack","South Korea",3.25,"N",NA,NA,NA,"Asia",NA,"No",NA
560,"Myojo","Ippeichan Soy Sauce","Bowl","Japan",4,"N",NA,NA,NA,"Asia",NA,"No",NA
559,"Wai Wai","Quick Tom Yum Shrimp","Cup","Thailand",3,"N",NA,NA,NA,"Asia","Seafood","No",NA
558,"Long Kow","Crystal Noodles Vegetables","Bowl","China",1.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
557,"Batchelors","Super Noodles Souther Fried Chicken","Pack","United Kingdom",3.75,"N",NA,NA,NA,"Europe","Chicken","No","Noodle"
556,"Mi Sedaap","Mi Goreng Perisa Asli","Pack","Indonesia",4.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
555,"Batchelors","Super Noodles Chinese Chow Mein","Pack","United Kingdom",2.75,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
554,"Yum Yum","Shrimp Tom Yum Flavor","Pack","Thailand",3.5,"N",NA,NA,NA,"Asia","Seafood","No",NA
553,"Samyang","60 Ingredients","Cup","South Korea",2.75,"N",NA,NA,NA,"Asia",NA,"No",NA
552,"Super Bihun","Kuah Rasa Baso Sapi Rice Noodles","Pack","Indonesia",3,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
551,"Batchelors","Super Noodles Chicken","Pack","United Kingdom",3.25,"N",NA,NA,NA,"Europe","Chicken","No","Noodle"
550,"Nissin","Taisho Fried Noodle Yakisoba","Pack","Japan",4.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
549,"Mi Sedaap","Supreme Soto","Pack","Indonesia",4,"N",NA,NA,NA,"Asia",NA,"No",NA
548,"Pot Noodle","Original Curry","Cup","United Kingdom",3.75,"N",NA,NA,NA,"Europe",NA,"No",NA
547,"Lucky Me!","Pancit Canton Sweet Spicy","Pack","Philippines",5,"N",NA,NA,NA,"Asia",NA,"Yes",NA
546,"Yum Yum","Vegetable","Pack","Thailand",3.5,"N",NA,NA,NA,"Asia",NA,"No",NA
545,"Golden Wheat","South Korean Style Spicy Beef","Pack","China",3.5,"N",NA,NA,NA,"Asia","Beef","Yes",NA
544,"Unox","Good Noodles Chicken","Pack","Netherlands",3.5,"N",NA,NA,NA,"Europe","Chicken","No","Noodle"
543,"Menraku","Curry Udon","Bowl","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No","Udon"
542,"Mi Sedaap","Mi SupArtificial Chicken Special","Pack","Indonesia",3,"N",NA,NA,NA,"Asia","Chicken","No","Mi"
541,"Yum Yum","Chicken","Pack","Thailand",3.5,"N",NA,NA,NA,"Asia","Chicken","No",NA
540,"Nissin","Top Ramen Chicken","Pack","United States",3.25,"N",NA,NA,NA,"North America","Chicken","No","Ramyeon"
539,"Nissin","Demae Ramen Chicken","Pack","Japan",3,"N",NA,NA,NA,"Asia","Chicken","No","Ramyeon"
538,"Lucky Me!","Lomi Seafood Vegetable","Pack","Philippines",0.5,"N",NA,NA,NA,"Asia","Seafood","No",NA
537,"Mama","Pad Kee Mao Drunken","Pack","Thailand",2,"N",NA,NA,NA,"Asia",NA,"No",NA
536,"Ottogi","Yeul Ramyun","Pack","South Korea",4.25,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
535,"Wai Wai","Chicken Flavor","Pack","Thailand",0.9,"N",NA,NA,NA,"Asia","Chicken","No",NA
534,"Mama","Pho Ga","Pack","Thailand",3.1,"N",NA,NA,NA,"Asia",NA,"No",NA
533,"Paldo","Gomtang","Pack","South Korea",4.75,"N",NA,NA,NA,"Asia",NA,"No",NA
532,"Doll","Spicy Tomkotsu","Pack","Hong Kong",4.25,"N",NA,NA,NA,"Asia",NA,"Yes",NA
531,"Yum Yum","Beef","Pack","Thailand",3.25,"N",NA,NA,NA,"Asia","Beef","No",NA
530,"Mee Jang","Artificial Shrimp Tom yum","Bowl","Thailand",3.5,"N",NA,NA,NA,"Asia","Seafood","No",NA
529,"Sapporo Ichiban","Hot Spicy Chicken","Pack","United States",2,"N",NA,NA,NA,"North America","Chicken","Yes",NA
528,"Unox","Good Noodles Vegetable","Pack","Netherlands",3.75,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
527,"Little Cook","Wheat Gluten Stewed Duck Flavoured","Bowl","Thailand",2.75,"N",NA,NA,NA,"Asia","Duck","No",NA
526,"Annie Chun's","Soy Ginger Ramen","Pack","United States",1.5,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
525,"JML","Artificial Spicy Hot Beef","Pack","China",3.75,"N",NA,NA,NA,"Asia","Beef","Yes",NA
524,"Nissin","Cup Noodles Spicy Seafood","Cup","Hong Kong",3.75,"N",NA,NA,NA,"Asia","Seafood","Yes","Noodle"
523,"Dragonfly","Artificial Hot & Sour Shrimp","Bowl","China",4.5,"N",NA,NA,NA,"Asia","Seafood","Yes",NA
522,"Samyang","Hot Beef","Pack","South Korea",4.25,"N",NA,NA,NA,"Asia","Beef","Yes",NA
521,"Menraku","Soy Sauce","Bowl","Japan",4.25,"N",NA,NA,NA,"Asia",NA,"No",NA
520,"Nan Hsing","Vegetarian Rice Noodles","Bowl","Taiwan",0.25,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
519,"Snapdragon","Beijing Vegetable Rice Noodle","Cup","Singapore",2,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
518,"Dragonfly","Artificial Chicken","Bowl","China",4.5,"N",NA,NA,NA,"Asia","Chicken","No",NA
517,"Thai Kitchen","Thai Ginger Rice Noodle","Pack","United States",4.25,"N",NA,NA,NA,"North America",NA,"No","Rice Noodle"
516,"Wang","Champong Spicy Seafood","Bowl","South Korea",3.5,"N",NA,NA,NA,"Asia","Seafood","Yes",NA
515,"Tradition","Imitation Beef","Cup","United States",2.5,"N",NA,NA,NA,"North America","Beef","No",NA
514,"Shirakiku","Sanukiya Fresh Spicy Ramen","Bowl","Japan",3,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
513,"Dragonfly","Artificial Onion","Bowl","China",4,"N",NA,NA,NA,"Asia",NA,"No",NA
512,"Paldo","Big Bowl Noodle","Bowl","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
511,"Menraku","Miso","Bowl","Japan",2.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
510,"Snapdragon","South Korean Kimchi Rice Noodle","Cup","Singapore",3.75,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
509,"Ve Wong","Kung Fu Shrimp","Bowl","Taiwan",4,"N",NA,NA,NA,"Asia","Seafood","No",NA
508,"Samyang","Beef","Cup","South Korea",3.75,"N",NA,NA,NA,"Asia","Beef","No",NA
507,"Dragonfly","Artificial Seafood","Bowl","China",3.75,"N",NA,NA,NA,"Asia","Seafood","No",NA
506,"Nongshim","Oolongmen Beef","Cup","South Korea",2.5,"N",NA,NA,NA,"Asia","Beef","No",NA
505,"JML","Artificial Spicy Beef","Pack","China",3.5,"N",NA,NA,NA,"Asia","Beef","Yes",NA
